seq,species,y,x
JF447411,Glossophaga_commissarisi,8.68,-79.93
JF447412,Glossophaga_commissarisi,8.68,-79.93
JF447413,Glossophaga_commissarisi,8.68,-79.93
JF447414,Hylonycteris_underwoodi,8.87,-82.75
JF447415,Lonchophylla_robusta,8.68,-79.93
JF447416,Lophostoma_brasiliense,8.68,-79.93
JF447417,Lophostoma_silvicolum,8.68,-79.93
JF447418,Lophostoma_silvicolum,8.68,-79.93
JF447419,Lophostoma_silvicolum,8.68,-79.93
JF447420,Macrophyllum_macrophyllum,9.1,-79.7
JF447421,Macrophyllum_macrophyllum,9.1,-79.7
JF447422,Micronycteris_hirsuta,8.68,-79.93
JF447423,Molossus_molossus,9.1,-79.7
JF447424,Myotis_keaysi,8.87,-82.75
JF447425,Noctilio_leporinus,9.1,-79.7
JF447426,Noctilio_leporinus,9.1,-79.7
JF447427,Phylloderma_stenops,9.15,-79.75
JF447428,Phyllostomus_hastatus,8.0,-77.72
JF447429,Phyllostomus_hastatus,8.0,-77.72
JF447430,Phyllostomus_hastatus,8.0,-77.72
JF447431,Pteronotus_gymnonotus,8.68,-79.93
JF447432,Pteronotus_gymnonotus,8.68,-79.93
JF447433,Saccopteryx_leptura,9.1,-79.7
JF447443,Vampyressa_thyone,8.0,-77.72
JF447444,Vampyressa_thyone,8.83,-82.75
JF447445,Vampyressa_thyone,8.87,-82.75
JF447446,Vampyressa_thyone,8.68,-79.93
JF447447,Vampyressa_thyone,8.0,-77.72
JF447448,Vampyressa_thyone,8.0,-77.72
JF447449,Vampyressa_thyone,8.0,-77.72
JF447450,Vampyressa_thyone,8.83,-82.75
JF447451,Vampyressa_thyone,8.68,-79.93
JF447452,Vampyressa_thyone,8.68,-79.93
JF447456,Ametrida_centurio,4.48,-57.04
JF447457,Ametrida_centurio,4.53,-56.9
JF447458,Ametrida_centurio,4.53,-56.9
JF447459,Ametrida_centurio,4.53,-56.9
JF447460,Ametrida_centurio,4.48,-57.04
JF447461,Ametrida_centurio,4.53,-56.9
JF447462,Ametrida_centurio,4.48,-57.04
JF447463,Ametrida_centurio,4.48,-57.04
JF447464,Ametrida_centurio,4.53,-56.9
JF447465,Ametrida_centurio,4.53,-56.9
JF447466,Ametrida_centurio,4.48,-57.04
JF447467,Ametrida_centurio,4.53,-56.9
JF447468,Ametrida_centurio,4.48,-57.04
JF447469,Ametrida_centurio,4.48,-57.04
JF447470,Ametrida_centurio,4.48,-57.04
JF447471,Ametrida_centurio,4.48,-57.04
JF447472,Ametrida_centurio,4.53,-56.9
JF447473,Ametrida_centurio,4.53,-56.9
JF447474,Ametrida_centurio,4.53,-56.9
JF447475,Ametrida_centurio,4.53,-56.9
JF447476,Ametrida_centurio,4.95,-55.18
JF447477,Anoura_caudifer,4.93,-55.2
JF447478,Anoura_caudifer,4.93,-55.2
JF447479,Anoura_geoffroyi,4.92,-55.17
JF447485,Artibeus_concolor,4.95,-55.18
JF447486,Artibeus_concolor,4.93,-55.2
JF447487,Artibeus_concolor,4.48,-57.04
JF447488,Artibeus_concolor,4.95,-55.18
JF447492,Artibeus_lituratus,4.95,-55.18
JF447493,Artibeus_lituratus,4.93,-55.17
JF447494,Artibeus_lituratus,4.93,-55.17
JF447495,Artibeus_lituratus,4.95,-55.18
JF447496,Artibeus_lituratus,4.95,-55.18
JF447497,Artibeus_lituratus,4.53,-56.9
JF447498,Artibeus_lituratus,4.53,-56.9
JF447499,Artibeus_lituratus,4.48,-57.04
JF447500,Artibeus_lituratus,4.53,-56.9
JF447501,Artibeus_lituratus,4.53,-56.9
JF447502,Artibeus_lituratus,4.53,-56.9
JF447503,Artibeus_lituratus,4.53,-56.9
JF447504,Artibeus_lituratus,4.53,-56.9
JF447505,Artibeus_lituratus,4.53,-56.9
JF447506,Artibeus_lituratus,4.53,-56.9
JF447507,Artibeus_lituratus,4.48,-57.04
JF447508,Artibeus_lituratus,4.48,-57.04
JF447509,Artibeus_lituratus,4.48,-57.04
JF447510,Artibeus_lituratus,4.48,-57.04
JF447511,Artibeus_lituratus,4.48,-57.04
JF447512,Artibeus_lituratus,4.48,-57.04
JF447513,Artibeus_lituratus,4.48,-57.04
JF447514,Artibeus_lituratus,4.48,-57.04
JF447515,Artibeus_lituratus,4.48,-57.04
JF447516,Artibeus_lituratus,4.48,-57.04
JF447517,Artibeus_lituratus,4.48,-57.04
JF447518,Artibeus_lituratus,4.48,-57.04
JF447519,Artibeus_lituratus,4.48,-57.04
JF447520,Artibeus_lituratus,4.48,-57.04
JF447521,Artibeus_lituratus,4.48,-57.04
JF447522,Artibeus_lituratus,4.48,-57.04
JF447523,Artibeus_lituratus,4.48,-57.04
JF447524,Artibeus_lituratus,4.48,-57.04
JF447525,Artibeus_lituratus,4.48,-57.04
JF447526,Artibeus_obscurus,4.95,-55.18
JF447527,Artibeus_obscurus,4.95,-55.18
JF447528,Artibeus_obscurus,4.95,-55.18
JF447529,Artibeus_obscurus,4.95,-55.18
JF447530,Artibeus_obscurus,4.95,-55.18
JF447531,Artibeus_obscurus,4.53,-56.9
JF447532,Artibeus_obscurus,4.53,-56.9
JF447533,Artibeus_obscurus,4.53,-56.9
JF447534,Artibeus_obscurus,4.48,-57.04
JF447535,Artibeus_obscurus,4.48,-57.04
JF447536,Artibeus_obscurus,4.53,-56.9
JF447537,Artibeus_obscurus,4.53,-56.9
JF447538,Artibeus_obscurus,4.53,-56.9
JF447539,Artibeus_obscurus,4.53,-56.9
JF447540,Artibeus_obscurus,4.53,-56.9
JF447541,Artibeus_obscurus,4.53,-56.9
JF447542,Artibeus_obscurus,4.53,-56.9
JF447543,Artibeus_obscurus,4.48,-57.04
JF447544,Artibeus_obscurus,4.48,-57.06
JF447545,Artibeus_planirostris,4.95,-55.18
JF447546,Artibeus_planirostris,4.95,-55.18
JF447547,Artibeus_planirostris,4.95,-55.18
JF447548,Artibeus_planirostris,4.95,-55.18
JF447549,Artibeus_planirostris,4.95,-55.18
JF447550,Artibeus_planirostris,4.53,-56.9
JF447551,Artibeus_planirostris,4.48,-57.04
JF447552,Artibeus_planirostris,4.48,-57.04
JF447553,Artibeus_planirostris,4.48,-57.04
JF447554,Artibeus_planirostris,4.53,-56.9
JF447555,Artibeus_planirostris,4.48,-57.04
JF447556,Artibeus_planirostris,4.53,-56.9
JF447557,Artibeus_planirostris,4.48,-57.04
JF447558,Artibeus_planirostris,4.48,-57.04
JF447559,Artibeus_planirostris,4.48,-57.04
JF447560,Artibeus_planirostris,4.48,-57.04
JF447561,Artibeus_planirostris,4.53,-56.9
JF447562,Artibeus_planirostris,4.53,-56.9
JF447563,Artibeus_planirostris,4.48,-57.04
JF447564,Artibeus_planirostris,4.48,-57.04
JF447565,Artibeus_planirostris,4.48,-57.04
JF447566,Artibeus_planirostris,4.48,-57.04
JF447567,Artibeus_planirostris,4.48,-57.04
JF447568,Artibeus_planirostris,4.48,-57.04
JF447569,Artibeus_planirostris,4.48,-57.04
JF447570,Carollia_brevicauda,4.95,-55.18
JF447571,Carollia_brevicauda,4.93,-55.2
JF447572,Carollia_brevicauda,4.93,-55.2
JF447573,Carollia_brevicauda,4.95,-55.18
JF447574,Carollia_brevicauda,4.95,-55.18
JF447575,Carollia_brevicauda,4.48,-57.06
JF447576,Carollia_brevicauda,4.48,-57.04
JF447577,Carollia_brevicauda,4.53,-56.9
JF447578,Carollia_brevicauda,4.48,-57.04
JF447579,Carollia_brevicauda,4.48,-57.04
JF447580,Carollia_brevicauda,4.53,-56.9
JF447581,Carollia_brevicauda,4.48,-57.04
JF447582,Carollia_brevicauda,4.48,-57.04
JF447583,Carollia_brevicauda,4.48,-57.04
JF447584,Carollia_brevicauda,4.48,-57.04
JF447585,Carollia_brevicauda,4.53,-56.9
JF447586,Carollia_brevicauda,4.48,-57.04
JF447587,Carollia_brevicauda,4.53,-56.9
JF447588,Carollia_perspicillata,4.53,-56.9
JF447589,Carollia_perspicillata,4.53,-56.9
JF447590,Carollia_perspicillata,4.53,-56.9
JF447591,Carollia_perspicillata,4.53,-56.9
JF447592,Carollia_perspicillata,4.53,-56.9
JF447593,Carollia_perspicillata,4.53,-56.9
JF447594,Carollia_perspicillata,4.48,-57.04
JF447595,Carollia_perspicillata,4.48,-57.04
JF447596,Carollia_perspicillata,4.48,-57.04
JF447597,Carollia_perspicillata,4.48,-57.04
JF447598,Carollia_perspicillata,4.48,-57.04
JF447599,Carollia_perspicillata,4.48,-57.04
JF447600,Carollia_perspicillata,4.48,-57.04
JF447601,Carollia_perspicillata,4.48,-57.04
JF447602,Carollia_perspicillata,4.48,-57.04
JF447603,Carollia_perspicillata,4.48,-57.04
JF447604,Carollia_perspicillata,4.48,-57.04
JF447605,Carollia_perspicillata,4.48,-57.04
JF447606,Carollia_perspicillata,4.48,-57.04
JF447607,Carollia_perspicillata,4.48,-57.04
JF447608,Carollia_perspicillata,4.48,-57.04
JF447609,Carollia_perspicillata,4.48,-57.04
JF447610,Carollia_perspicillata,4.53,-56.9
JF447611,Carollia_perspicillata,4.53,-56.9
JF447612,Carollia_perspicillata,4.48,-57.04
JF447613,Carollia_perspicillata,4.48,-57.04
JF447614,Carollia_perspicillata,4.48,-57.04
JF447615,Carollia_perspicillata,4.95,-55.18
JF447616,Carollia_perspicillata,4.95,-55.18
JF447617,Carollia_perspicillata,4.95,-55.18
JF447618,Carollia_perspicillata,4.95,-55.18
JF447619,Carollia_perspicillata,4.48,-57.04
JF447620,Carollia_perspicillata,4.53,-56.9
JF447621,Carollia_perspicillata,4.53,-56.9
JF447622,Chiroderma_trinitatum,4.93,-55.17
JF447623,Chiroderma_trinitatum,4.92,-55.17
JF447624,Chiroderma_trinitatum,4.92,-55.17
JF447625,Chiroderma_trinitatum,4.92,-55.17
JF447626,Chiroderma_trinitatum,4.48,-57.06
JF447627,Chiroderma_trinitatum,4.48,-57.04
JF447628,Chiroderma_trinitatum,4.53,-56.9
JF447629,Chiroderma_villosum,4.53,-56.9
JF447630,Chiroderma_villosum,4.92,-55.17
JF447631,Chiroderma_villosum,4.92,-55.17
JF447632,Cynomops_paranus,4.48,-57.04
JF447633,Cynomops_paranus,4.53,-56.9
JF447634,Cynomops_paranus,4.48,-57.04
JF447635,Diaemus_youngi,4.48,-57.04
JF447636,Eptesicus_furinalis,4.48,-57.04
JF447637,Glyphonycteris_daviesi,4.95,-55.18
JF447638,Glyphonycteris_daviesi,4.93,-55.2
JF447639,Lasiurus_atratus,4.53,-56.9
JF447640,Lionycteris_spurrelli,4.92,-55.17
JF447641,Lionycteris_spurrelli,4.92,-55.17
JF447660,Lonchorhina_inusitata,4.48,-57.04
JF447661,Lophostoma_carrikeri,4.48,-57.04
JF447662,Lophostoma_schulzi,4.93,-55.2
JF447663,Lophostoma_schulzi,4.93,-55.17
JF447664,Lophostoma_silvicolum,4.93,-55.22
JF447665,Lophostoma_silvicolum,4.93,-55.2
JF447666,Lophostoma_silvicolum,4.95,-55.18
JF447667,Lophostoma_silvicolum,4.53,-56.9
JF447668,Lophostoma_silvicolum,4.48,-57.04
JF447669,Lophostoma_silvicolum,4.53,-56.9
JF447670,Micronycteris_hirsuta,4.93,-55.2
JF447671,Micronycteris_hirsuta,4.53,-56.9
JF447672,Gardnerycteris_crenulatum,4.93,-55.17
JF447673,Gardnerycteris_crenulatum,4.93,-55.17
JF447674,Gardnerycteris_crenulatum,4.93,-55.17
JF447675,Gardnerycteris_crenulatum,4.93,-55.17
JF447676,Gardnerycteris_crenulatum,4.93,-55.17
JF447677,Gardnerycteris_crenulatum,4.53,-56.9
JF447678,Molossops_neglectus,4.53,-56.9
JF447679,Molossops_neglectus,4.53,-56.9
JF447680,Molossus_molossus,4.95,-55.18
JF447681,Molossus_molossus,4.95,-55.18
JF447682,Molossus_molossus,4.95,-55.18
JF447683,Molossus_molossus,4.95,-55.18
JF447684,Molossus_molossus,4.95,-55.18
JF447685,Molossus_rufus,4.95,-55.18
JF447686,Molossus_rufus,4.48,-57.04
JF447687,Molossus_rufus,4.48,-57.04
JF447688,Molossus_rufus,4.48,-57.04
JF447689,Myotis_albescens,4.48,-57.04
JF447690,Noctilio_leporinus,4.53,-56.9
JF447691,Phylloderma_stenops,4.53,-56.9
JF447692,Phyllostomus_discolor,4.95,-55.18
JF447693,Phyllostomus_discolor,4.95,-55.18
JF447694,Phyllostomus_discolor,4.95,-55.18
JF447695,Phyllostomus_discolor,4.95,-55.18
JF447696,Phyllostomus_discolor,4.95,-55.18
JF447697,Phyllostomus_discolor,4.48,-57.04
JF447698,Phyllostomus_elongatus,4.95,-55.18
JF447699,Phyllostomus_elongatus,4.95,-55.18
JF447700,Phyllostomus_elongatus,4.93,-55.17
JF447701,Phyllostomus_elongatus,4.93,-55.22
JF447702,Phyllostomus_elongatus,4.93,-55.17
JF447703,Phyllostomus_elongatus,4.48,-57.06
JF447704,Phyllostomus_hastatus,4.95,-55.18
JF447705,Phyllostomus_hastatus,4.93,-55.22
JF447706,Phyllostomus_hastatus,4.95,-55.18
JF447707,Phyllostomus_latifolius,4.95,-55.18
JF447708,Phyllostomus_latifolius,4.95,-55.18
JF447709,Phyllostomus_latifolius,4.95,-55.18
JF447710,Phyllostomus_latifolius,4.95,-55.18
JF447711,Pteronotus_gymnonotus,4.93,-55.2
JF447712,Pteronotus_personatus,4.48,-57.04
JF447713,Pteronotus_personatus,4.48,-57.04
JF447714,Pteronotus_personatus,4.53,-56.9
JF447715,Pteronotus_personatus,4.53,-56.9
JF447716,Rhinophylla_pumilio,4.93,-55.2
JF447717,Rhinophylla_pumilio,4.93,-55.17
JF447718,Rhinophylla_pumilio,4.95,-55.18
JF447719,Rhinophylla_pumilio,4.93,-55.2
JF447720,Rhinophylla_pumilio,4.95,-55.18
JF447721,Rhinophylla_pumilio,4.48,-57.04
JF447722,Rhinophylla_pumilio,4.48,-57.04
JF447723,Rhynchonycteris_naso,4.53,-56.9
JF447724,Rhynchonycteris_naso,4.53,-56.9
JF447725,Rhynchonycteris_naso,4.48,-57.04
JF447726,Rhynchonycteris_naso,4.48,-57.04
JF447727,Rhynchonycteris_naso,4.48,-57.04
JF447728,Rhynchonycteris_naso,4.48,-57.04
JF447729,Saccopteryx_leptura,4.92,-55.17
JF447730,Saccopteryx_leptura,4.93,-55.17
JF447733,Sturnira_tildae,4.48,-57.04
JF447734,Sturnira_tildae,4.48,-57.04
JF447735,Sturnira_tildae,4.48,-57.04
JF447736,Sturnira_tildae,4.48,-57.04
JF447737,Sturnira_tildae,4.93,-55.2
JF447738,Sturnira_tildae,4.95,-55.18
JF447739,Sturnira_tildae,4.93,-55.2
JF447740,Sturnira_tildae,4.95,-55.18
JF447741,Thyroptera_tricolor,4.95,-55.18
JF447742,Thyroptera_tricolor,4.95,-55.18
JF447743,Thyroptera_tricolor,4.95,-55.18
JF447744,Tonatia_saurophila,4.95,-55.18
JF447745,Tonatia_saurophila,4.95,-55.18
JF447746,Tonatia_saurophila,4.95,-55.18
JF447747,Tonatia_saurophila,4.95,-55.18
JF447748,Tonatia_saurophila,4.53,-56.9
JF447749,Tonatia_saurophila,4.48,-57.06
JF447755,Vampyrodes_caraccioli,4.53,-56.9
JF447756,Vampyrodes_caraccioli,4.95,-55.18
JF447776,Artibeus_concolor,6.05,-67.42
JF447778,Artibeus_obscurus,7.17,-64.98
JF447779,Artibeus_obscurus,6.05,-67.42
JF447780,Artibeus_planirostris,6.05,-67.42
JF447781,Artibeus_planirostris,6.05,-67.42
JF447782,Artibeus_planirostris,6.05,-67.42
JF447783,Artibeus_planirostris,6.05,-67.42
JF447784,Carollia_perspicillata,6.05,-67.42
JF447785,Carollia_perspicillata,7.57,-65.87
JF447786,Carollia_perspicillata,7.17,-64.98
JF447787,Carollia_perspicillata,7.17,-64.98
JF447788,Carollia_perspicillata,7.17,-64.98
JF447789,Carollia_perspicillata,7.17,-64.98
JF447790,Carollia_perspicillata,7.17,-64.98
JF447791,Carollia_perspicillata,7.17,-64.98
JF447792,Carollia_perspicillata,7.17,-64.98
JF447793,Carollia_perspicillata,7.17,-64.98
JF447794,Carollia_perspicillata,7.17,-64.98
JF447795,Carollia_perspicillata,6.05,-67.42
JF447796,Carollia_perspicillata,6.05,-67.42
JF447797,Carollia_perspicillata,6.05,-67.42
JF447798,Carollia_perspicillata,6.05,-67.42
JF447799,Carollia_perspicillata,6.05,-67.42
JF447800,Carollia_perspicillata,6.05,-67.42
JF447801,Carollia_perspicillata,6.05,-67.42
JF447802,Carollia_perspicillata,6.05,-67.42
JF447803,Carollia_perspicillata,6.05,-67.42
JF447804,Glossophaga_longirostris,9.4,-66.47
JF447805,Glossophaga_longirostris,6.05,-67.42
JF447806,Glossophaga_longirostris,9.4,-66.47
JF447807,Glossophaga_longirostris,6.05,-67.42
JF447808,Glossophaga_longirostris,6.05,-67.42
JF447809,Glossophaga_longirostris,9.4,-66.47
JF447810,Glossophaga_longirostris,9.4,-66.47
JF447811,Glossophaga_longirostris,9.4,-66.47
JF447812,Glossophaga_longirostris,9.4,-66.47
JF447813,Glossophaga_longirostris,6.05,-67.42
JF447814,Glossophaga_longirostris,6.05,-67.42
JF447815,Glossophaga_longirostris,6.05,-67.42
JF447816,Glossophaga_longirostris,6.05,-67.42
JF447817,Glossophaga_longirostris,6.05,-67.42
JF447818,Glossophaga_longirostris,6.05,-67.42
JF447819,Glossophaga_longirostris,6.05,-67.42
JF447821,Lonchorhina_orinocensis,7.57,-65.87
JF447822,Lonchorhina_orinocensis,7.57,-65.87
JF447823,Lonchorhina_orinocensis,6.05,-67.42
JF447824,Lonchorhina_orinocensis,6.05,-67.42
JF447825,Lonchorhina_orinocensis,6.05,-67.42
JF447826,Lonchorhina_orinocensis,6.05,-67.42
JF447827,Lonchorhina_orinocensis,6.05,-67.42
JF447828,Lonchorhina_orinocensis,6.05,-67.42
JF447829,Lonchorhina_orinocensis,6.05,-67.42
JF447830,Lonchorhina_orinocensis,6.05,-67.42
JF447831,Gardnerycteris_crenulatum,6.05,-67.42
JF447832,Molossus_molossus,6.05,-67.42
JF447833,Molossus_molossus,6.05,-67.42
JF447834,Molossus_molossus,6.05,-67.42
JF447847,Phyllostomus_discolor,6.05,-67.42
JF447848,Phyllostomus_elongatus,6.05,-67.42
JF447849,Phyllostomus_elongatus,9.4,-66.47
JF447850,Phyllostomus_hastatus,6.05,-67.42
JF447851,Phyllostomus_hastatus,6.05,-67.42
JF447852,Phyllostomus_hastatus,6.05,-67.42
JF447853,Platyrrhinus_brachycephalus,6.05,-67.42
JF447854,Pteronotus_gymnonotus,7.57,-65.87
JF447855,Rhynchonycteris_naso,6.05,-67.42
JF447856,Saccopteryx_canescens,6.05,-67.42
JF447868,Anoura_caudifer,-0.65,-76.45
JF447869,Anoura_caudifer,5.33,-59.95
JF447870,Anoura_caudifer,5.27,-60.73
JF447871,Anoura_cultrata,0.9,-78.55
JF447872,Anoura_geoffroyi,5.27,-60.73
JF447873,Anoura_geoffroyi,5.25,-59.61
JF447874,Anoura_geoffroyi,5.27,-60.73
JF447875,Anoura_geoffroyi,5.25,-59.61
JF447876,Anoura_geoffroyi,5.25,-59.61
JF447877,Anoura_geoffroyi,5.25,-59.61
JF447878,Anoura_geoffroyi,5.31,-59.58
JF447879,Anoura_geoffroyi,6.05,-67.42
JF447880,Anoura_geoffroyi,4.92,-55.17
JF447881,Anoura_latidens,5.07,-59.87
JF447882,Anoura_latidens,5.27,-60.73
JF447883,Artibeus_amplus,5.18,-59.48
JF447884,Artibeus_amplus,5.18,-59.48
JF447885,Artibeus_amplus,5.18,-59.48
JF447886,Artibeus_amplus,5.18,-59.48
JF447887,Artibeus_amplus,5.18,-59.48
JF447888,Artibeus_amplus,5.17,-59.49
JF447889,Artibeus_amplus,5.18,-59.48
JF447890,Artibeus_amplus,5.18,-59.48
JF447891,Artibeus_amplus,5.18,-59.48
JF447892,Artibeus_amplus,5.18,-59.48
JF447893,Artibeus_amplus,5.18,-59.48
JF447894,Artibeus_amplus,5.18,-59.48
JF447895,Artibeus_amplus,5.18,-59.48
JF447896,Artibeus_amplus,5.18,-59.48
JF447897,Artibeus_amplus,5.18,-59.48
JF447898,Artibeus_amplus,5.18,-59.48
JF447899,Artibeus_amplus,5.18,-59.48
JF447900,Artibeus_amplus,6.05,-67.42
JF447901,Artibeus_amplus,6.05,-67.42
JF447902,Artibeus_amplus,5.18,-59.48
JF447903,Artibeus_amplus,5.18,-59.48
JF447904,Artibeus_amplus,5.18,-59.48
JF447905,Artibeus_amplus,5.18,-59.48
JF447906,Artibeus_amplus,5.18,-59.48
JF447907,Artibeus_amplus,5.18,-59.48
JF447908,Artibeus_amplus,5.18,-59.48
JF447940,Artibeus_lituratus,18.68,-87.73
JF447941,Artibeus_lituratus,18.25,-90.07
JF447942,Artibeus_lituratus,18.88,-89.37
JF447943,Artibeus_lituratus,18.88,-89.37
JF447944,Artibeus_jamaicensis,18.92,-89.33
JF447945,Artibeus_jamaicensis,19.13,-88.18
JF447946,Artibeus_lituratus,5.03,-58.63
JF447947,Artibeus_lituratus,18.92,-89.33
JF447948,Artibeus_obscurus,3.27,-58.78
JF447949,Artibeus_planirostris,-0.8,-76.4
JF447950,Artibeus_planirostris,-0.8,-76.4
JF447951,Artibeus_planirostris,-0.63,-76.45
JF447952,Artibeus_planirostris,-0.62,-76.47
JF447953,Artibeus_planirostris,-0.68,-76.43
JF447954,Artibeus_planirostris,-0.63,-76.45
JF447955,Artibeus_planirostris,-0.63,-76.45
JF447956,Artibeus_planirostris,4.28,-58.52
JF447957,Artibeus_planirostris,4.28,-58.52
JF447958,Artibeus_planirostris,6.82,-58.15
JF447959,Artibeus_planirostris,6.5,-58.22
JF447960,Artibeus_planirostris,6.82,-58.15
JF447961,Artibeus_planirostris,4.1,-59.05
JF447962,Artibeus_planirostris,7.37,-60.48
JF447963,Artibeus_planirostris,4.53,-59.08
JF447967,Balantiopteryx_io,15.57,-89.98
JF447968,Balantiopteryx_io,15.57,-89.98
JF447969,Balantiopteryx_io,15.57,-89.98
JF447970,Balantiopteryx_io,15.57,-89.98
JF447971,Carollia_brevicauda,0.9,-78.55
JF447972,Carollia_brevicauda,-0.65,-76.45
JF447973,Carollia_brevicauda,-0.65,-76.45
JF447974,Carollia_brevicauda,-0.65,-76.45
JF447975,Carollia_brevicauda,-0.68,-76.43
JF447976,Carollia_brevicauda,5.33,-59.92
JF447977,Carollia_brevicauda,5.33,-59.92
JF447978,Carollia_brevicauda,6.5,-58.22
JF447979,Carollia_brevicauda,4.38,-58.92
JF447980,Carollia_brevicauda,5.25,-59.61
JF447981,Carollia_brevicauda,5.25,-59.61
JF447982,Carollia_brevicauda,5.25,-59.61
JF447983,Carollia_brevicauda,5.13,-59.82
JF447984,Carollia_brevicauda,8.0,-77.72
JF447985,Carollia_sowelli,18.13,-92.12
JF447986,Carollia_brevicauda,-0.63,-76.45
JF447987,Carollia_brevicauda,4.38,-58.92
JF447988,Carollia_brevicauda,5.8,-61.1
JF447989,Carollia_castanea,10.6,-83.53
JF447990,Carollia_perspicillata,6.48,-58.58
JF447991,Carollia_perspicillata,6.48,-58.58
JF447992,Carollia_perspicillata,6.48,-58.58
JF447993,Carollia_perspicillata,6.48,-58.58
JF447994,Carollia_perspicillata,5.17,-59.49
JF447995,Carollia_perspicillata,-0.83,-76.35
JF447996,Carollia_perspicillata,6.48,-58.58
JF447997,Carollia_perspicillata,4.33,-58.82
JF447998,Carollia_perspicillata,5.17,-59.49
JF447999,Carollia_perspicillata,6.48,-58.58
JF448000,Carollia_perspicillata,3.18,-58.82
JF448001,Carollia_perspicillata,5.25,-59.61
JF448002,Carollia_perspicillata,6.5,-58.22
JF448003,Carollia_perspicillata,6.5,-58.22
JF448004,Carollia_perspicillata,-22.38,-49.67
JF448005,Carollia_perspicillata,8.83,-82.75
JF448006,Carollia_perspicillata,19.13,-88.18
JF448007,Carollia_perspicillata,11.43716,-85.82632
JF448008,Carollia_perspicillata,6.5,-58.22
JF448009,Carollia_perspicillata,-0.68,-76.43
JF448010,Carollia_perspicillata,1.53,-58.83
JF448011,Carollia_subrufa,13.85,-90.0
JF448012,Carollia_subrufa,15.52,-92.12
JF448013,Carollia_subrufa,14.95,-89.83
JF448014,Carollia_subrufa,14.95,-89.83
JF448015,Carollia_subrufa,14.95,-89.83
JF448016,Chiroderma_doriae,-22.38,-49.67
JF448017,Chiroderma_trinitatum,-0.68,-76.43
JF448018,Chiroderma_villosum,18.92,-89.33
JF448020,Cynomops_paranus,4.53,-59.08
JF448021,Desmodus_rotundus,19.13,-88.18
JF448022,Desmodus_rotundus,10.6,-83.53
JF448023,Desmodus_rotundus,-0.8,-76.4
JF448024,Desmodus_rotundus,-0.83,-76.33
JF448025,Eptesicus_brasiliensis,8.87,-82.75
JF448026,Eptesicus_chiriquinus,4.95,-55.18
JF448027,Eptesicus_furinalis,17.2,-89.62
JF448028,Eptesicus_furinalis,-0.83,-76.35
JF448029,Eptesicus_furinalis,-0.83,-76.35
JF448030,Eptesicus_furinalis,-0.65,-76.45
JF448031,Eptesicus_furinalis,4.95,-55.18
JF448032,Eptesicus_furinalis,7.37,-60.48
JF448033,Eptesicus_furinalis,7.37,-60.48
JF448034,Glossophaga_commissarisi,10.6,-83.53
JF448035,Glossophaga_commissarisi,10.6,-83.53
JF448036,Glossophaga_commissarisi,10.6,-83.53
JF448037,Glossophaga_leachii,13.8,-90.0
JF448038,Glossophaga_longirostris,7.57,-65.87
JF448039,Glossophaga_longirostris,6.05,-67.42
JF448040,Glossophaga_soricina,11.43716,-85.82632
JF448041,Glossophaga_soricina,11.43716,-85.82632
JF448042,Glossophaga_soricina,-0.62915,-77.83164000000001
JF448043,Glossophaga_soricina,-0.78,-76.43
JF448044,Glossophaga_soricina,14.95,-89.83
JF448045,Glossophaga_soricina,4.95,-55.18
JF448046,Glyphonycteris_daviesi,5.25,-59.61
JF448047,Lasiurus_atratus,4.53,-59.08
JF448048,Lasiurus_blossevillii,8.87,-82.75
JF448049,Lionycteris_spurrelli,4.95,-55.18
JF448062,Lophostoma_carrikeri,4.93,-55.2
JF448063,Lophostoma_silvicolum,5.31,-59.58
JF448064,Lophostoma_silvicolum,4.93,-55.2
JF448065,Macrophyllum_macrophyllum,9.1,-79.7
JF448066,Mesophylla_macconnelli,-0.83,-76.35
JF448067,Micronycteris_brosseti,6.48,-58.58
JF448068,Micronycteris_brosseti,6.48,-58.58
JF448069,Micronycteris_brosseti,4.63,-58.72
JF448070,Micronycteris_brosseti,4.63,-58.72
JF448071,Micronycteris_megalotis,4.95,-55.18
JF448072,Micronycteris_megalotis,5.03,-58.63
JF448073,Micronycteris_megalotis,1.37,-58.77
JF448074,Micronycteris_megalotis,5.8,-61.1
JF448075,Micronycteris_megalotis,6.05,-60.65
JF448076,Micronycteris_megalotis,5.27,-60.73
JF448077,Micronycteris_megalotis,4.33,-58.85
JF448078,Micronycteris_megalotis,7.37,-60.48
JF448079,Micronycteris_megalotis,5.25,-59.61
JF448080,Micronycteris_minuta,4.28,-58.52
JF448081,Micronycteris_minuta,6.5,-58.22
JF448082,Micronycteris_minuta,3.75,-59.3
JF448083,Micronycteris_minuta,5.17,-57.3
JF448084,Micronycteris_minuta,4.47,-58.78
JF448085,Mimon_bennettii,4.33,-58.82
JF448086,Mimon_bennettii,5.13,-59.82
JF448087,Mimon_cozumelae,18.25,-90.07
JF448088,Molossus_coibensis,-0.65,-76.45
JF448089,Molossus_rufus,13.8,-90.0
JF448090,Molossus_rufus,13.8,-90.0
JF448091,Molossus_rufus,13.8,-90.0
JF448092,Molossus_rufus,13.8,-90.0
JF448093,Molossus_rufus,-0.65,-76.45
JF448094,Myotis_albescens,4.48,-57.04
JF448095,Myotis_albescens,1.65,-58.63
JF448096,Myotis_elegans,17.6,-90.82
